city,地铁站名,线路名称,是否是换乘站,Lat,Lon,是否换乘站
Washington-US,Shaw–Howard University,"Green, Yellow Line",,38.9134707, -77.0219174,yes
Washington-US,Silver Spring,Red Line,,38.9927608, -77.0300984,no
Washington-US,Smithsonian,"Blue, Orange, Silver Line",,38.8885156, -77.0285572,yes
Washington-US,Southern Avenue,Green Line,,38.8413902, -76.9748750,no
Washington-US,Spring Hill,Silver Line,,38.9292587, -77.2419329,no
Washington-US,Stadium–Armory,"Blue, Orange, Silver Line",,38.888334, -76.9770859,yes
Washington-US,Suitland,Green Line,,38.8444841, -76.9326657,no
Washington-US,Takoma,Red Line,,38.97563, -77.0178970,no
Washington-US,Tenleytown–AU,Red Line,,38.9480661, -77.0793047,no
Washington-US,Twinbrook,Red Line,,39.062682, -77.1212090,no
Washington-US,Tysons,Silver Line,,38.9206007, -77.2223184,no
Washington-US,U Street,"Green, Yellow Line",,38.9169902, -77.0260055,yes
Washington-US,Union Station,Red Line,,38.897766, -77.0074143,no
Washington-US,Van Dorn Street,Blue Line,,38.7993077, -77.1291115,no
Washington-US,Van Ness–UDC,Red Line,,38.9441698, -77.0634765,no
Washington-US,Vienna,Orange Line,,38.8776013, -77.2722884,no
Washington-US,Virginia Square–GMU,"Orange, Silver Line",,38.8829435, -77.1033092,yes
Washington-US,Waterfront,Green Line,,38.8764426, -77.0175081,no
Washington-US,West Falls Church,Orange Line,,38.9007928, -77.1889651,no
Washington-US,West Hyattsville,"Green, Yellow Line",,38.9552277, -76.9695200,yes
Washington-US,Wheaton,Red Line,,39.0386859, -77.0507409,no
Washington-US,Wiehle–Reston East,Silver Line,,38.947749, -77.3400754,no
Washington-US,Woodley Park,Red Line,,38.9250248, -77.0523627,no
