city,地铁站名,线路名称,是否是换乘站,Lat,Lon,是否换乘站
Atlanta-US,Airport†,"Red Line, Gold Line",yes,33.6407121,-84.4462272,
Atlanta-US,Arts Center,"Red Line, Gold Line",yes,33.7891209,-84.3873247,
Atlanta-US,Ashby,"Blue Line, Green Line",yes,33.7564795,-84.4173474,
Atlanta-US,Avondale,Blue Line,no,33.7751541,-84.2822446,
Atlanta-US,Bankhead†,Green Line,no,33.7722571,-84.4289408,
Atlanta-US,Brookhaven/Oglethorpe,Gold Line,no,33.8601971,-84.3392787,
Atlanta-US,Buckhead,Red Line,no,33.8489627,-84.3684019,
Atlanta-US,Chamblee,Gold Line,no,33.8874715,-84.3063596,
Atlanta-US,Civic Center,"Red Line, Gold Line",yes,33.7665094,-84.3875419,
Atlanta-US,College Park,"Red Line, Gold Line",yes,33.6516643,-84.4487904,
Atlanta-US,Decatur,Blue Line,no,33.7746104,-84.2960337,
Atlanta-US,Dome/GWCC/Philips Arena/CNN Center,"Blue Line, Green Line",yes,33.7561897,-84.3975955,
Atlanta-US,Doraville†,Gold Line,no,33.9030174,-84.2802057,
Atlanta-US,Dunwoody,Red Line,no,33.9210622,-84.34433,
Atlanta-US,East Lake,Blue Line,no,33.7651943,-84.3128808,
Atlanta-US,East Point,"Red Line, Gold Line",yes,33.6770378,-84.4406902,
Atlanta-US,Edgewood/Candler Park,"Blue Line, Green Line",yes,33.7619053,-84.3398665,
Atlanta-US,Five Points*,"Red Line, Gold Line, Blue Line, Green Line",yes,33.7538868,-84.3915963,
Atlanta-US,Garnett,"Red Line, Gold Line",yes,33.748163,-84.3961654,
Atlanta-US,Georgia State,"Blue Line, Green Line",yes,33.7501652,-84.3859566,
Atlanta-US,H. E. Holmes†,Blue Line,no,33.7545134,-84.4699478,
Atlanta-US,Indian Creek†,Blue Line,no,33.769837,-84.2297224,
Atlanta-US,Inman Park/Reynoldstown,"Blue Line, Green Line",yes,33.7578223,-84.3523602,
Atlanta-US,Kensington,Blue Line,no,33.7726386,-84.2518908,
Atlanta-US,King Memorial,"Blue Line, Green Line",yes,33.7500081,-84.3754514,
Atlanta-US,Lakewood/Fort McPherson,"Red Line, Gold Line",yes,33.7001356,-84.4288957,
Atlanta-US,Lenox,Gold Line,no,33.8455868,-84.3577479,
Atlanta-US,Lindbergh Center,"Red Line, Gold Line",yes,33.8227538,-84.3695494,
Atlanta-US,Medical Center,Red Line,no,33.9107658,-84.3514569,
Atlanta-US,Midtown,"Red Line, Gold Line",yes,33.7810921,-84.3865175,
Atlanta-US,North Avenue,"Red Line, Gold Line",yes,33.7721081,-84.3869361,
Atlanta-US,North Springs†,Red Line,no,33.9451211,-84.3571916,
Atlanta-US,Oakland City,"Red Line, Gold Line",yes,33.7167992,-84.425187,
Atlanta-US,Peachtree Center,"Red Line, Gold Line",yes,33.7581455,-84.3876126,
Atlanta-US,Sandy Springs,Red Line,no,33.9321993,-84.3520404,
Atlanta-US,Vine City,"Blue Line, Green Line",yes,33.7565641,-84.4040115,
Atlanta-US,West End,"Red Line, Gold Line",yes,33.7360535,-84.4136642,
Atlanta-US,West Lake,Blue Line,no,33.7533207,-84.4453009,
Baltimore-US,Owings Mills,Baltimore Metro SubwayLink,no,39.4073725,-76.7799141,
Baltimore-US,Old Court,Baltimore Metro SubwayLink,no,39.3712742,-76.7441047,
Baltimore-US,Milford Mill,Baltimore Metro SubwayLink,no,39.359624,-76.7205921,
Baltimore-US,Reisterstown Plaza,Baltimore Metro SubwayLink,no,39.3519262,-76.7046658,
Baltimore-US,Rogers Avenue,Baltimore Metro SubwayLink,no,39.344815,-76.691882,
Baltimore-US,West Cold Spring,Baltimore Metro SubwayLink,no,39.3362694,-76.6723867,
Baltimore-US,Mondawmin,Baltimore Metro SubwayLink,no,39.3178024,-76.6525247,
Baltimore-US,Penn – North,Baltimore Metro SubwayLink,no,39.310296,-76.6424623,
Baltimore-US,Upton – Avenue Market,Baltimore Metro SubwayLink,no,39.3039734,-76.6357499,
Baltimore-US,State Center / Cultural Center,Baltimore Metro SubwayLink,no,39.3017915,-76.6228395,
Baltimore-US,Lexington Market,Baltimore Metro SubwayLink,no,39.2922394,-76.6196356,
Baltimore-US,Charles Center,Baltimore Metro SubwayLink,no,39.2895301,-76.6139275,
Baltimore-US,Shot Tower,Baltimore Metro SubwayLink,no,39.2899838,-76.6060037,
Baltimore-US,Johns Hopkins Hospital,Baltimore Metro SubwayLink,no,39.2978326,-76.594229,
Boston-US,Airport ,  Blue Line,no,42.3743325,-71.0302794,
Boston-US,Alewife ,  Red Line,no,42.3961502,-71.1406803,
Boston-US,Allston Street,  Green Line (B),no,42.3486046,-71.1376139,
Boston-US,Amory Street ,  Green Line (B),no,42.3509874,-71.1147441,
Boston-US,Andrew ,  Red Line,no,42.3300185,-71.0571623,
Boston-US,Aquarium ,  Blue Line,no,42.3595622,-71.0520083,
Boston-US,Arlington ,  Green Line,no,42.3517307,-71.0712863,
Boston-US,Ashmont ,"  Red Line (Ashmont), Red Line (Mattapan)",yes,42.2836794,-71.0630699,
Boston-US,Assembly ,  Orange Line,no,42.3926452,-71.0772595,
Boston-US,Babcock Street ,  Green Line (B),no,42.3516104,-71.1199247,
Boston-US,Back Bay ,  Orange Line,no,42.3475422,-71.07499,
Boston-US,Back of the Hill,  Green Line (E),no,42.3294298,-71.1110058,
Boston-US,Beachmont ,  Blue Line,no,42.3973855,-70.9924965,
Boston-US,Beaconsfield,  Green Line (D),no,42.3357966,-71.1405583,
Boston-US,Blandford Street,  Green Line (B),no,42.3492264,-71.1000939,
Boston-US,Boston College ,  Green Line (B),no,42.3401284,-71.1668292,
Boston-US,Boston University Central ,  Green Line (B),no,42.3500779,-71.1071864,
Boston-US,Boston University East ,  Green Line (B),no,42.3497275,-71.104313,
Boston-US,Bowdoin ,  Blue Line,no,42.3613939,-71.0621197,
Boston-US,Boylston ,  Green Line,no,42.3532022,-71.064534,
Boston-US,Braintree ,  Red Line (Braintree),no,42.2075707,-71.0016289,
Boston-US,Brandon Hall,  Green Line (C),no,42.3400343,-71.1287941,
Boston-US,Brigham Circle ,  Green Line (E),no,42.3346084,-71.1036922,
Boston-US,Broadway ,  Red Line,no,42.34236,-71.0571919,
Boston-US,Brookline Hills ,  Green Line (D),no,42.3313086,-71.1266389,
Boston-US,Brookline Village ,  Green Line (D),no,42.3325698,-71.1169495,
Boston-US,Butler ,  Red Line (Mattapan),no,42.2724325,-71.0625194,
Boston-US,Capen Street ,  Red Line (Mattapan),no,42.2676149,-71.0873955,
Boston-US,Cedar Grove ,  Red Line (Mattapan),no,42.2795773,-71.060352,
Boston-US,Central ,  Red Line,no,42.3653334,-71.1036028,
Boston-US,Central Avenue ,  Red Line (Mattapan),no,42.2700364,-71.073491,
Boston-US,Charles/MGH ,  Red Line,no,42.3612148,-71.0714527,
Boston-US,Chelsea ,  Silver Line (SL3),no,42.3973004,-71.0424538,
Boston-US,Chestnut Hill,  Green Line (D),no,42.3267628,-71.1646379,
Boston-US,Chestnut Hill Avenue,  Green Line (B),no,42.338352,-71.1528837,
Boston-US,Chinatown ,  Orange Line,no,42.3522166,-71.0626074,
Boston-US,Chiswick Road,  Green Line (B),no,42.3406469,-71.1509237,
Boston-US,Cleveland Circle ,  Green Line (C),no,42.3362291,-71.1490016,
Boston-US,Community College ,  Orange Line,no,42.3736234,-71.0697182,
Boston-US,Coolidge Corner ,  G+B2:B46en Line (C),no,42.3421622,-71.1213029,
Boston-US,Copley ,  Green Line,no,42.3499964,-71.0777332,
Boston-US,Davis ,  Red Line,no,42.3968234,-71.1226481,
Boston-US,Dean Road,  Green Line (C),no,42.3377285,-71.1419597,
Boston-US,Downtown Crossing ,"  Orange Line, Red Line",yes,42.3554309,-71.0605001,
Boston-US,Eliot,  Green Line (D),no,42.3189632,-71.2165133,
Boston-US,Englewood Avenue,  Green Line (C),no,42.3369849,-71.1456041,
Boston-US,Fairbanks Street,  Green Line (C),no,42.3396668,-71.1311491,
Boston-US,Fenway ,  Green Line (D),no,42.3451868,-71.1045987,
Boston-US,Fenwood Road,  Green Line (E),no,42.3336167,-71.1059115,
Boston-US,Fields Corner ,  Red Line (Ashmont),no,42.2999988,-71.0618652,
Boston-US,Forest Hills ,  Orange Line,no,42.3006593,-71.1139175,
Boston-US,Government Center,"  Blue Line, Green Line (B, C, D, E)",yes,42.3596262,-71.059488,
Boston-US,Green Street ,  Orange Line,no,42.3103718,-71.1076496,
Boston-US,Griggs Street/Long Avenue,  Green Line (B),no,42.3488466,-71.1343789,
Boston-US,Harvard ,  Red Line,no,42.3733634,-71.1189464,
Boston-US,Harvard Avenue ,  Green Line (B),no,42.3504313,-71.1310251,
Boston-US,Hawes Street,  Green Line (C),no,42.3448062,-71.111459,
Boston-US,Haymarket ,"  Orange Line, Green Line (D, E)",yes,42.3620909,-71.058025,
Boston-US,Heath Street ,  Green Line (E),no,42.328273,-71.1103291,
Boston-US,Hynes Convention Center,"  Green Line (B, C, D)",no,42.3480379,-71.0876524,
Boston-US,Jackson Square ,  Orange Line,no,42.322596,-71.1002569,
Boston-US,JFK/UMass ,  Red Line,no,42.3205447,-71.0521108,
Boston-US,Kendall/MIT ,  Red Line,no,42.3624028,-71.0857205,
Boston-US,Kenmore ,"  Green Line (B, C, D)",no,42.3489438,-71.0952999,
Boston-US,Kent Street,  Green Line (C),no,42.3440124,-71.114352,
Boston-US,Lechmere ,"  Green Line (D, E)",no,42.37128,-71.07615,
Boston-US,Longwood ,  Green Line (D),no,42.3417067,-71.1099518,
Boston-US,Longwood Medical Area ,  Green Line (E),no,42.3361773,-71.099545,
Boston-US,Malden Center ,  Orange Line,no,42.4265943,-71.0743731,
Boston-US,Massachusetts Avenue ,  Orange Line,no,42.341035,-71.0839643,
Boston-US,Mattapan ,  Red Line (Mattapan),no,42.2675657,-71.0924273,
Boston-US,Maverick ,  Blue Line,no,42.3691041,-71.0395764,
Boston-US,Milton ,  Red Line (Mattapan),no,42.2703406,-71.0673729,
Boston-US,Mission Park,  Green Line (E),no,42.3332023,-71.1094548,
Boston-US,Museum of Fine Arts ,  Green Line (E),no,42.3379182,-71.0950201,
Boston-US,Newton Centre ,  Green Line (D),no,42.3294468,-71.1923842,
Boston-US,Newton Highlands ,  Green Line (D),no,42.3224872,-71.2054057,
Boston-US,North Quincy ,  Red Line (Braintree),no,42.2758631,-71.0302411,
Boston-US,North Station ,"  Orange Line, Green Line (D, E)",yes,42.3651771,-71.0603228,
Boston-US,Northeastern University ,  Green Line (E),no,42.3400544,-71.0896964,
Boston-US,Oak Grove ,  Orange Line,no,42.437512,-71.0708872,
Boston-US,Orient Heights ,  Blue Line,no,42.3868747,-71.0047749,
Boston-US,Packards Corner,  Green Line (B),no,42.3517437,-71.1253218,
Boston-US,Park Street ,"  Red Line, Green Line",yes,42.3563732,-71.0624614,
Boston-US,Porter ,  Red Line,no,42.3881267,-71.1188003,
Boston-US,Prudential ,  Green Line (E),no,42.3456782,-71.0813915,
Boston-US,Quincy Adams ,  Red Line (Braintree),no,42.233274,-71.0068894,
Boston-US,Quincy Center ,  Red Line (Braintree),no,42.2519622,-71.0054942,
Boston-US,Reservoir ,  Green Line (D),no,42.3351797,-71.1482358,
Boston-US,Revere Beach ,  Blue Line,no,42.407816,-70.9925369,
Boston-US,Riverside ,  Green Line (D),no,42.3373847,-71.2525527,
Boston-US,Riverway,  Green Line (E),no,42.3315426,-71.1119043,
Boston-US,Roxbury Crossing ,  Orange Line,no,42.3312546,-71.0955776,
Boston-US,Ruggles ,  Orange Line,no,42.336654,-71.0894228,
Boston-US,Savin Hill ,  Red Line (Ashmont),no,42.3108218,-71.0535376,
Boston-US,Science Park ,"  Green Line (D, E)",no,42.3667525,-71.0678231,
Boston-US,Shawmut ,  Red Line (Ashmont),no,42.2931386,-71.0658172,
Boston-US,South Station ,  Red Line,no,42.352474,-71.0549737,
Boston-US,South Street,  Green Line (B),no,42.3394672,-71.1572443,
Boston-US,St. Mary's Street ,  Green Line (C),no,42.3459344,-71.1074235,
Boston-US,St. Paul Street,  Green Line (C),no,42.3432287,-71.1171913,
Boston-US,State ,"  Blue Line, Orange Line",yes,42.358796,-71.0577937,
Boston-US,Stony Brook ,  Orange Line,no,42.3172274,-71.1043073,
Boston-US,Suffolk Downs ,  Blue Line,no,42.39051,-70.9971875,
Boston-US,Sullivan Square ,  Orange Line,no,42.3840946,-71.0769752,
Boston-US,Summit Avenue,  Green Line (C),no,42.3410445,-71.1257713,
Boston-US,Sutherland Road,  Green Line (B),no,42.341582,-71.1462998,
Boston-US,Symphony,  Green Line (E),no,42.3427676,-71.0849488,
Boston-US,Tappan Street,  Green Line (C),no,42.338532,-71.1384521,
Boston-US,Tufts Medical Center ,  Orange Line,no,42.3496554,-71.0638505,
Boston-US,Union Square ,  Green Line (E),no,42.3769871,-71.0939352,
Boston-US,Valley Road,  Red Line (Mattapan),no,42.2683695,-71.0814766,
Boston-US,Waban,  Green Line (D),no,42.3258346,-71.2305997,
Boston-US,Warren Street,  Green Line (B),no,42.3486367,-71.1402269,
Boston-US,Washington Square ,  Green Line (C),no,42.3395019,-71.1348841,
Boston-US,Washington Street ,  Green Line (B),no,42.3440492,-71.1426244,
Boston-US,Wellington ,  Orange Line,no,42.4016297,-71.0771978,
Boston-US,Wollaston,  Red Line (Braintree),no,42.2667647,-71.020485,
Boston-US,Wonderland,  Blue Line,no,42.4134836,-70.991668,
Boston-US,Wood Island ,  Blue Line,no,42.3796991,-71.0228172,
Boston-US,Woodland ,  Green Line (D),no,42.3328868,-71.2433312,
Chicago-US,18th ,Pink,no,41.8578877,-87.6691951,
Chicago-US,35th–Bronzeville–IIT ,Green,no,41.8312899,-87.6258603,
Chicago-US,35th/Archer ,Orange,no,41.8294155,-87.6807582,
Chicago-US,43rd ,Green,no,41.8167421,-87.6190527,
Chicago-US,47th ,Green,no,41.8093513,-87.6188653,
Chicago-US,47th ,Red,no,41.8103504,-87.6310468,
Chicago-US,51st ,Green,no,41.8019141,-87.6185232,
Chicago-US,54th/Cermak ,Pink,no,41.85177,-87.7565827,
Chicago-US,63rd ,Red,no,41.7808889,-87.6310219,
Chicago-US,69th ,Red,no,41.768939,-87.625824,
Chicago-US,79th ,Red,no,41.7506879,-87.6251831,
Chicago-US,87th ,Red,no,41.7360865,-87.6247647,
Chicago-US,95th/Dan Ryan ,Red,no,41.7217117,-87.624395,
Chicago-US,Adams/Wabash ,"Brown, Green, Orange, Pink, Purple",yes,41.8796269,-87.6261185,
Chicago-US,Addison ,Blue,no,41.9472819,-87.7190061,
Chicago-US,Addison ,Brown,no,41.9470516,-87.6747689,
Chicago-US,Addison ,Red,no,41.9475198,-87.6536271,
Chicago-US,Argyle,Red,no,41.9734115,-87.6585658,
Chicago-US,Armitage ,"Brown, Purple",yes,41.9182415,-87.6526308,
Chicago-US,Ashland ,"Green, Pink",yes,41.8853413,-87.6662819,
Chicago-US,Ashland/63rd ,Green,no,41.7789527,-87.663857,
Chicago-US,Ashland ,Orange,no,41.8393864,-87.6652585,
Chicago-US,Austin,Blue,no,41.8708988,-87.7767955,
Chicago-US,Austin,Green,no,41.8873138,-87.7743606,
Chicago-US,Belmont,Blue,no,41.9391414,-87.7125131,
Chicago-US,Belmont ,"Brown, Purple, Red",yes,41.9397964,-87.6533276,
Chicago-US,Berwyn,Red,no,41.977833,-87.658683,
Chicago-US,Bryn Mawr,Red,no,41.9835208,-87.6588407,
Chicago-US,California,Blue,no,41.9221873,-87.697195,
Chicago-US,California ,Green,no,41.8842639,-87.6964047,
Chicago-US,California ,Pink,no,41.8542933,-87.6947406,
Chicago-US,Central ,Green,no,41.8874269,-87.7655456,
Chicago-US,Central,Purple,no,42.0641381,-87.6858108,
Chicago-US,Central Park ,Pink,no,41.8540073,-87.714946,
Chicago-US,Cermak–Chinatown ,Red,no,41.8538308,-87.6311761,
Chicago-US,Cermak–McCormick Place ,Green,no,41.8522342,-87.6264127,
Chicago-US,Chicago,Blue,no,41.8961978,-87.6553579,
Chicago-US,Chicago ,"Brown, Purple",yes,41.8964706,-87.6357194,
Chicago-US,Chicago ,Red,no,41.8966529,-87.6281533,
Chicago-US,Cicero,Blue,no,41.871599,-87.7469459,
Chicago-US,Cicero ,Green,no,41.8865719,-87.7451325,
Chicago-US,Cicero ,Pink,no,41.8518987,-87.745501,
Chicago-US,Clark/Division ,Red,no,41.9038971,-87.6322077,
Chicago-US,Clark/Lake ,"Blue, Brown, Green, Orange, Pink, Purple",yes,41.8857568,-87.6310418,
Chicago-US,Clinton ,Blue,no,41.8755678,-87.6409722,
Chicago-US,Clinton ,"Green, Pink",yes,41.8857166,-87.6419195,
Chicago-US,Conservatory–Central Park Drive ,Green,no,41.8849779,-87.7168892,
Chicago-US,Cottage Grove ,Green,no,41.7804151,-87.6059877,
Chicago-US,Cumberland ,Blue,no,41.984284,-87.8381565,
Chicago-US,Damen,Blue,no,41.9098732,-87.6776202,
Chicago-US,Damen ,Brown,no,41.9664089,-87.6791399,
Chicago-US,Damen ,Pink,no,41.8544975,-87.6768033,
Chicago-US,Davis ,Purple,no,42.0478699,-87.6837037,
Chicago-US,Dempster,Purple,no,42.0416422,-87.681742,
Chicago-US,Dempster–Skokie ,Yellow,no,42.0390464,-87.7520594,
Chicago-US,Diversey ,"Brown, Purple",yes,41.9325905,-87.6531259,
Chicago-US,Division,Blue,no,41.9035505,-87.6672159,
Chicago-US,Forest Park ,Blue,no,41.8742698,-87.8167554,
Chicago-US,Foster,Purple,no,42.0539501,-87.6836726,
Chicago-US,Francisco ,Brown,no,41.9661531,-87.7017658,
Chicago-US,Fullerton ,"Brown, Purple, Red",yes,41.9252001,-87.6528122,
Chicago-US,Garfield ,Green,no,41.7949554,-87.6183299,
Chicago-US,Garfield ,Red,no,41.7947032,-87.6311867,
Chicago-US,Grand,Blue,no,41.8913796,-87.6478466,
Chicago-US,Grand ,Red,no,41.8918117,-87.6280753,
Chicago-US,Granville ,Red,no,41.9943851,-87.6591827,
Chicago-US,Halsted ,Green,no,41.7790375,-87.6445259,
Chicago-US,Halsted ,Orange,no,41.8469108,-87.6481333,
Chicago-US,Harlem,Blue,no,41.8735427,-87.8068832,
Chicago-US,Harlem ,Blue,no,41.9823273,-87.8088359,
Chicago-US,Harlem/Lake ,Green,no,41.8868675,-87.8040124,
Chicago-US,Harold Washington Library–State/Van Buren ,"Brown, Orange, Pink, Purple",yes,41.8769288,-87.6286681,
Chicago-US,Harrison,Red,no,41.8738512,-87.6275824,
Chicago-US,Howard ,"Red, Purple, Yellow",yes,42.0190502,-87.6729134,
Chicago-US,Illinois Medical District ,Blue,no,41.8756639,-87.673256,
Chicago-US,Indiana ,Green,no,41.8217983,-87.621299,
Chicago-US,Irving Park ,Blue,no,41.9528456,-87.7290161,
Chicago-US,Irving Park ,Brown,no,41.9540657,-87.6749434,
Chicago-US,Jackson ,Blue,no,41.8782004,-87.6293261,
Chicago-US,Jackson ,Red,no,41.878227,-87.627698,
Chicago-US,Jarvis,Red,no,42.0160012,-87.669268,
Chicago-US,Jefferson Park ,Blue,no,41.971018,-87.7625262,
Chicago-US,Kedzie ,Brown,no,41.9660985,-87.7091267,
Chicago-US,Kedzie ,Green,no,41.8842876,-87.7062325,
Chicago-US,Kedzie ,Orange,no,41.8043554,-87.7043147,
Chicago-US,Kedzie ,Pink,no,41.8541965,-87.7057414,
Chicago-US,Kedzie–Homan ,Blue,no,41.8741351,-87.7084286,
Chicago-US,Kimball ,Brown,no,41.9680905,-87.7131924,
Chicago-US,King Drive ,Green,no,41.7802058,-87.6156434,
Chicago-US,Kostner ,Pink,no,41.8537498,-87.7331954,
Chicago-US,Lake ,Red,no,41.8845237,-87.6278918,
Chicago-US,Laramie ,Green,no,41.887196,-87.7553478,
Chicago-US,LaSalle ,Blue,no,41.8756443,-87.6312369,
Chicago-US,LaSalle/Van Buren ,"Brown, Orange, Pink, Purple",yes,41.876854,-87.6317875,
Chicago-US,Lawrence,Red,no,41.9689268,-87.6584393,
Chicago-US,Linden ,Purple,no,42.0729109,-87.6905973,
Chicago-US,Logan Square ,Blue,no,41.9302678,-87.709328,
Chicago-US,Loyola ,Red,no,42.0011453,-87.661069,
Chicago-US,Main ,Purple,no,42.0331862,-87.6796482,
Chicago-US,Merchandise Mart ,"Brown, Purple",yes,41.8886631,-87.6339805,
Chicago-US,Midway ,Orange,no,41.7866971,-87.7380542,
Chicago-US,Monroe,Blue,no,41.880744,-87.6294101,
Chicago-US,Monroe,Red,no,41.8807984,-87.6277409,
Chicago-US,Montrose ,Blue,no,41.9614126,-87.7435493,
Chicago-US,Montrose ,Brown,no,41.96148,-87.6751324,
Chicago-US,Morgan ,"Green, Pink",yes,41.8855988,-87.6514744,
Chicago-US,Morse,Red,no,42.0080864,-87.6659686,
Chicago-US,North/Clybourn,Red,no,41.9105593,-87.6490089,
Chicago-US,Noyes,Purple,no,42.05847,-87.683465,
Chicago-US,O'Hare ,Blue,no,41.9779212,-87.9031406,
Chicago-US,Oak Park,Blue,no,41.872089,-87.7915458,
Chicago-US,Oak Park,Green,no,41.8869987,-87.7937877,
Chicago-US,Oakton–Skokie ,Yellow,no,42.027104,-87.747566,
Chicago-US,Paulina ,Brown,no,41.9436936,-87.6717045,
Chicago-US,Polk ,Pink,no,41.8713869,-87.6695728,
Chicago-US,Pulaski,Blue,no,41.873879,-87.7278948,
Chicago-US,Pulaski ,Green,no,41.8854937,-87.7261097,
Chicago-US,Pulaski ,Orange,no,41.7998813,-87.7245078,
Chicago-US,Pulaski ,Pink,no,41.8538497,-87.724371,
Chicago-US,Quincy ,"Brown, Orange, Pink, Purple",yes,41.878862,-87.6337415,
Chicago-US,Racine,Blue,no,41.8758947,-87.6593253,
Chicago-US,Ridgeland,Green,no,41.887195,-87.7837068,
Chicago-US,Rockwell ,Brown,no,41.9662193,-87.6944936,
Chicago-US,Roosevelt ,"Green, Orange, Red",yes,41.8674355,-87.6266447,
Chicago-US,Rosemont ,Blue,no,41.9835558,-87.8595389,
Chicago-US,Sedgwick ,"Brown, Purple",yes,41.9104056,-87.6388065,
Chicago-US,Sheridan,Red,no,41.9538873,-87.654928,
Chicago-US,South Boulevard,Purple,no,42.0273939,-87.6784193,
Chicago-US,Southport ,Brown,no,41.9438161,-87.6635881,
Chicago-US,Sox–35th ,Red,no,41.8327586,-87.6307006,
Chicago-US,State/Lake ,"Brown, Green, Orange, Pink, Purple",yes,41.8857506,-87.6278662,
Chicago-US,Thorndale,Red,no,41.9901837,-87.6590539,
Chicago-US,UIC–Halsted ,Blue,no,41.8754875,-87.6496998,
Chicago-US,Washington ,Blue,no,41.8832591,-87.6294739,
Chicago-US,Washington/​Wabash ,"Brown, Green, Orange, Pink, Purple",yes,41.8828687,-87.6261993,
Chicago-US,Washington/Wells ,"Brown, Orange, Pink, Purple",yes,41.8826344,-87.6338448,
Chicago-US,Wellington ,"Brown, Purple",yes,41.9364321,-87.6532711,
Chicago-US,Western ,Blue,no,41.9160135,-87.6870816,
Chicago-US,Western,Blue,no,41.8755235,-87.6886187,
Chicago-US,Western ,Brown,no,41.9662691,-87.6885491,
Chicago-US,Western ,Orange,no,41.804676,-87.684347,
Chicago-US,Western ,Pink,no,41.8543704,-87.684898,
Chicago-US,Wilson ,"Purple, Red",yes,41.9647782,-87.6579209,
Cleveland-US,Airport,Red Line,no,41.4111337,-81.8381721,
Cleveland-US,Brookpark,Red Line,no,41.4197915,-81.8238184,
Cleveland-US,Puritas–West 150th,Red Line,no,41.4409867,-81.8059391,
Cleveland-US,West Park,Red Line,no,41.456879,-81.7927211,
Cleveland-US,Triskett,Red Line,no,41.4662124,-81.7848686,
Cleveland-US,West 117th–Madison,Red Line,no,41.4756486,-81.7688276,
Cleveland-US,West Boulevard–Cudell,Red Line,no,41.4801833,-81.7527262,
Cleveland-US,West 65th–Lorain,Red Line,no,41.4766551,-81.7282997,
Cleveland-US,West 25th–Ohio City,Red Line,no,41.4847091,-81.7012276,
Cleveland-US,Tower City,Red Line,no,41.4977756,-81.694568,
Cleveland-US,Tri-C–Campus District,Red Line,no,41.4862489,-81.665409,
Cleveland-US,East 55th,Red Line,no,41.4804457,-81.6521346,
Cleveland-US,East 79th,Red Line,no,41.4858836,-81.633798,
Cleveland-US,East 105th–Quincy,Red Line,no,41.493679,-81.6158381,
Cleveland-US,Cedar–University,Red Line,no,41.4999967,-81.6053193,
Cleveland-US,Little Italy–University Circle,Red Line,no,41.5091093,-81.6004893,
Cleveland-US,Superior,Red Line,no,41.5232341,-81.5919958,
Cleveland-US,Windermere,Red Line,no,41.5305093,-81.5850152,
Los Angeles-US,1st Street, A Line,,33.7687147, -118.1893988,no
Los Angeles-US,5th Street, A Line,,33.7735381, -118.1893802,no
Los Angeles-US,7th Street/Metro Center," A, B, D, E Line",,34.0486587, -118.2587430,yes
Los Angeles-US,17th Street/Santa Monica College, E Line,,34.0231598, -118.4803790,no
Los Angeles-US,26th Street/Bergamot, E Line,,34.0280089, -118.4690898,no
Los Angeles-US,103rd Street/Watts Towers, A Line,,33.942642, -118.2431680,no
Los Angeles-US,Allen, L Line,,34.1524415, -118.1135600,no
Los Angeles-US,Anaheim Street, A Line,,33.7819667, -118.1893846,no
Los Angeles-US,APU/Citrus College, L Line,,34.1371127, -117.8908309,no
Los Angeles-US,Arcadia, L Line,,34.1428827, -118.0292409,no
Los Angeles-US,Artesia, A Line,,33.8764585, -118.2226502,no
Los Angeles-US,Atlantic, L Line,,34.0334012, -118.1545923,no
Los Angeles-US,Avalon, C Line,,33.9274857, -118.2652233,no
Los Angeles-US,Aviation/LAX, C Line,,33.9296211, -118.3772137,no
Los Angeles-US,Azusa Downtown, L Line,,34.1359172, -117.9067015,no
Los Angeles-US,Chinatown, L Line,,34.0637846, -118.2358713,no
Los Angeles-US,Civic Center/Grand Park," B, D Line",,34.0548968, -118.2460939,yes
Los Angeles-US,Compton, A Line,,33.8979265, -118.2243044,no
Los Angeles-US,Crenshaw, C Line,,33.9252122, -118.3265295,no
Los Angeles-US,Culver City, E Line,,34.0278787, -118.3888493,no
Los Angeles-US,Del Amo, A Line,,33.8478836, -118.2108753,no
Los Angeles-US,Del Mar, L Line,,34.1419849, -118.1482104,no
Los Angeles-US,Douglas, C Line,,33.9051265, -118.3829334,no
Los Angeles-US,Downtown Inglewood, K Line,,33.9672685, -118.3514230,no
Los Angeles-US,Downtown Long Beach, A Line,,33.7680387, -118.1929586,no
Los Angeles-US,Downtown Santa Monica, E Line,,34.0136604, -118.4916499,no
Los Angeles-US,Duarte/City of Hope, L Line,,34.1325154, -117.9675010,no
Los Angeles-US,East LA Civic Center, L Line,,34.0333643, -118.1612157,no
Los Angeles-US,El Segundo, C Line,,33.9162001, -118.3867319,no
Los Angeles-US,Expo/Bundy, E Line,,34.0316631, -118.4531105,no
Los Angeles-US,Expo/Crenshaw," E, K Line",,34.0219818, -118.3348500,yes
Los Angeles-US,Expo/La Brea, E Line,,34.0248103, -118.3551479,no
Los Angeles-US,Expo/Sepulveda, E Line,,34.0354335, -118.4341435,no
Los Angeles-US,Expo/Vermont, E Line,,34.01825, -118.2917403,no
Los Angeles-US,Expo/Western, E Line,,34.0182911, -118.3087112,no
Los Angeles-US,Expo Park/USC, E Line,,34.0182377, -118.2856994,no
Los Angeles-US,Fairview Heights, K Line,,33.9751834, -118.3362720,no
Los Angeles-US,Farmdale, E Line,,34.0238958, -118.3462035,no
Los Angeles-US,Fillmore, L Line,,34.1335508, -118.1481170,no
Los Angeles-US,Firestone, A Line,,33.959948, -118.2432163,no
Los Angeles-US,Florence, A Line,,33.9741588, -118.2432856,no
Los Angeles-US,Grand/LATTC, A Line,,34.0331172, -118.2692364,no
