Shape_Length,Shape_Area,city,Level1,Level2,Level3,UID,StationNum,Ratio_1,Ratio_1Type
2.945749968087946,0.142503342819325,US.AR.LT,US,Arkansas,Little River,US.AR.LT,0,,
2.622155348098702,0.186766404198581,US.AR.LG,US,Arkansas,Logan,US.AR.LG,0,,
2.193371684065472,0.205561976452927,US.AR.LO,US,Arkansas,Lonoke,US.AR.LO,0,,
2.118358694352370,0.217332685795550,US.AR.MD,US,Arkansas,Madison,US.AR.MD,0,,
2.115628152978340,0.165810518169018,US.AR.MN,US,Arkansas,Marion,US.AR.MN,0,,
2.545710256788457,0.160991549250094,US.AR.ML,US,Arkansas,Miller,US.AR.ML,0,,
2.918271404584839,0.237479787985393,US.AR.MS,US,Arkansas,Mississippi,US.AR.MS,0,,
2.345217432608788,0.157319563681279,US.AR.ME,US,Arkansas,Monroe,US.AR.ME,0,,
1.875370687153816,0.204338823301212,US.AR.MT,US,Arkansas,Montgomery,US.AR.MT,0,,
1.729953663917118,0.155971355858724,US.AR.NV,US,Arkansas,Nevada,US.AR.NV,0,,
2.008971189794024,0.212613823297389,US.AR.NW,US,Arkansas,Newton,US.AR.NW,0,,
2.476360238936046,0.187099702976657,US.AR.OU,US,Arkansas,Ouachita,US.AR.OU,0,,
2.370214869911885,0.143130567828800,US.AR.PY,US,Arkansas,Perry,US.AR.PY,0,,
2.723939913840063,0.184123924152073,US.AR.PH,US,Arkansas,Phillips,US.AR.PH,0,,
1.987251402976771,0.155392559089642,US.AR.PE,US,Arkansas,Pike,US.AR.PE,0,,
2.044616210189220,0.197288514162829,US.AR.PN,US,Arkansas,Poinsett,US.AR.PN,0,,
2.157819724618829,0.219636731053675,US.AR.PL,US,Arkansas,Polk,US.AR.PL,0,,
2.108023041441359,0.213755343947588,US.AR.PP,US,Arkansas,Pope,US.AR.PP,0,,
2.500619198967437,0.172442497765739,US.AR.PR,US,Arkansas,Prairie,US.AR.PR,0,,
2.726375020531130,0.206011257019700,US.AR.PU,US,Arkansas,Pulaski,US.AR.PU,0,,
2.084444184365832,0.170433293881030,US.AR.RA,US,Arkansas,Randolph,US.AR.RA,0,,
2.069826735002945,0.165060224057122,US.AR.SI,US,Arkansas,Saint Francis,US.AR.SI,0,,
2.611863656856302,0.185808395116889,US.AR.SL,US,Arkansas,Saline,US.AR.SL,0,,
2.371102697389323,0.229352480512555,US.AR.SC,US,Arkansas,Scott,US.AR.SC,0,,
1.860277031314623,0.172958733526764,US.AR.SA,US,Arkansas,Searcy,US.AR.SA,0,,
2.078092670530092,0.139663587049805,US.AR.SB,US,Arkansas,Sebastian,US.AR.SB,0,,
2.098769417919170,0.147282866870444,US.AR.SV,US,Arkansas,Sevier,US.AR.SV,0,,
2.148453098772409,0.154304740410633,US.AR.SH,US,Arkansas,Sharp,US.AR.SH,0,,
2.060168576886907,0.156069025659104,US.AR.ST,US,Arkansas,Stone,US.AR.ST,0,,
2.862447881507036,0.263720441418322,US.AR.UN,US,Arkansas,Union,US.AR.UN,0,,
2.053662261748565,0.187125977254263,US.AR.VA,US,Arkansas,Van Buren,US.AR.VA,0,,
2.194583765719047,0.247014767743610,US.AR.WA,US,Arkansas,Washington,US.AR.WA,0,,
3.076715506770913,0.267115344174895,US.AR.WH,US,Arkansas,White,US.AR.WH,0,,
2.486297557229955,0.152289166331971,US.AR.WO,US,Arkansas,Woodruff,US.AR.WO,0,,
2.771828864564955,0.243224532212397,US.AR.YE,US,Arkansas,Yell,US.AR.YE,0,,
3.344977355421365,0.197569240217011,US.CA.AA,US,California,Alameda,US.CA.AA,22,,
2.086035939286996,0.198376301413423,US.CA.AP,US,California,Alpine,US.CA.AP,0,,
2.702169373342507,0.161861885996354,US.CA.AM,US,California,Amador,US.CA.AM,0,,
4.010306991819625,0.456091772418580,US.CA.BU,US,California,Butte,US.CA.BU,0,,
2.771814806159321,0.276177753189041,US.CA.CA,US,California,Calaveras,US.CA.CA,0,,
2.983226816822688,0.313910064606934,US.CA.CL,US,California,Colusa,US.CA.CL,0,,
2.831256839866066,0.197892780665662,US.CA.CN,US,California,Contra Costa,US.CA.CN,12,,
3.190033021052079,0.284724793898006,US.CA.DE,US,California,Del Norte,US.CA.DE,0,,
3.552827589235640,0.479378499955965,US.CA.EL,US,California,El Dorado,US.CA.EL,0,,
8.305614684461764,1.572231117092630,US.CA.FR,US,California,Fresno,US.CA.FR,0,,
3.187652749074726,0.360146406183177,US.CA.GL,US,California,Glenn,US.CA.GL,0,,
6.004866537602884,0.988985720854714,US.CA.HU,US,California,Humboldt,US.CA.HU,0,,
5.038774324797759,1.126669684650164,US.CA.IM,US,California,Imperial,US.CA.IM,0,,
8.541890309857138,2.667162195312511,US.CA.IN,US,California,Inyo,US.CA.IN,0,,
7.216183884629549,2.093975956256297,US.CA.KE,US,California,Kern,US.CA.KE,0,,
2.847218580840389,0.359407891116872,US.CA.KI,US,California,Kings,US.CA.KI,0,,
3.504979603656184,0.358795722656354,US.CA.LK,US,California,Lake,US.CA.LK,0,,
5.945834236654293,1.306520615840095,US.CA.LS,US,California,Lassen,US.CA.LS,0,,
8.102630006899741,1.036612671963433,US.CA.LO,US,California,Los Angeles,US.CA.LO,103,,
4.492920037783644,0.565303756698190,US.CA.ME,US,California,Madera,US.CA.ME,0,,
3.800539564040736,0.140377065893404,US.CA.MN,US,California,Marin,US.CA.MN,0,,
3.270271248378366,0.386702664660913,US.CA.MP,US,California,Mariposa,US.CA.MP,0,,
5.818881532038518,0.953798339027610,US.CA.MI,US,California,Mendocino,US.CA.MI,0,,
3.374119885057962,0.517461127045624,US.CA.MD,US,California,Merced,US.CA.MD,0,,
4.537232429694170,1.175054512643121,US.CA.MC,US,California,Modoc,US.CA.MC,0,,
5.426288725656922,0.832072022893346,US.CA.MO,US,California,Mono,US.CA.MO,0,,
5.991981354723531,0.861286964876881,US.CA.MT,US,California,Monterey,US.CA.MT,0,,
2.500848268877709,0.210878257500979,US.CA.NA,US,California,Napa,US.CA.NA,0,,
3.308994660935217,0.264137410214293,US.CA.NE,US,California,Nevada,US.CA.NE,0,,
2.683507679211623,0.200412603191104,US.CA.OR,US,California,Orange,US.CA.OR,0,,
4.120115013300722,0.404485553714939,US.CA.PA,US,California,Placer,US.CA.PA,0,,
5.108939068342218,0.711419833685331,US.CA.PU,US,California,Plumas,US.CA.PU,0,,
7.900945257922066,1.843167738627999,US.CA.RI,US,California,Riverside,US.CA.RI,0,,
3.338801608197830,0.265365630253822,US.CA.SC,US,California,Sacramento,US.CA.SC,0,,
3.365213256537190,0.362898973812962,US.CA.SI,US,California,San Benito,US.CA.SI,0,,
10.390165020684067,5.135314977313104,US.CA.SA,US,California,San Bernardino,US.CA.SA,0,,
6.408349213987606,1.061069700207325,US.CA.SD,US,California,San Diego,US.CA.SD,0,,
0.736350714974711,0.012858355928782,US.CA.SF,US,California,San Francisco,US.CA.SF,8,,
2.967455036034174,0.378736022596333,US.CA.SJ,US,California,San Joaquin,US.CA.SJ,0,,
6.087508660008940,0.850701879971874,US.CA.SS,US,California,San Luis Obispo,US.CA.SS,0,,
2.809432681908480,0.118914472603627,US.CA.SM,US,California,San Mateo,US.CA.SM,6,,
6.762237720414531,0.701486322287411,US.CA.SB,US,California,Santa Barbara,US.CA.SB,0,,
3.329637212551661,0.340038661379762,US.CA.SL,US,California,Santa Clara,US.CA.SL,2,,
2.179501954140056,0.118464150028359,US.CA.SZ,US,California,Santa Cruz,US.CA.SZ,0,,
5.338760964608424,1.065388673905182,US.CA.SH,US,California,Shasta,US.CA.SH,0,,
2.860761255006877,0.260061714816760,US.CA.SE,US,California,Sierra,US.CA.SE,0,,
7.025979350588142,1.775344309627197,US.CA.SK,US,California,Siskiyou,US.CA.SK,0,,
3.279165650026266,0.226146097041444,US.CA.SN,US,California,Solano,US.CA.SN,0,,
3.805482622912755,0.426673916516720,US.CA.SO,US,California,Sonoma,US.CA.SO,0,,
3.541306159782143,0.399610756176815,US.CA.ST,US,California,Stanislaus,US.CA.ST,0,,
2.543875454088198,0.164073664410737,US.CA.SU,US,California,Sutter,US.CA.SU,0,,
4.753802902916819,0.806546698917715,US.CA.TE,US,California,Tehama,US.CA.TE,0,,
5.795077986805065,0.883448196901481,US.CA.TR,US,California,Trinity,US.CA.TR,0,,
5.186929819507319,1.258376981065876,US.CA.TL,US,California,Tulare,US.CA.TL,0,,
4.662413197020582,0.603824003254905,US.CA.TO,US,California,Tuolumne,US.CA.TO,0,,
3.818387558038628,0.471734018141288,US.CA.VE,US,California,Ventura,US.CA.VE,0,,
3.191646931300783,0.273519405623547,US.CA.YO,US,California,Yolo,US.CA.YO,0,,
2.646254633244218,0.174132790158799,US.CA.YU,US,California,Yuba,US.CA.YU,0,,
4.361327438048589,0.325393134848301,US.CO.AD,US,Colorado,Adams,US.CO.AD,0,,
1.807721911055259,0.190713131947096,US.CO.AL,US,Colorado,Alamosa,US.CO.AL,0,,
3.229075100560757,0.217619681746357,US.CO.AA,US,Colorado,Arapahoe,US.CO.AA,0,,
2.728635102377625,0.354989530754360,US.CO.AC,US,Colorado,Archuleta,US.CO.AC,0,,
3.379066187122936,0.671163945956791,US.CO.BA,US,Colorado,Baca,US.CO.BA,0,,
2.572684617653876,0.410096415801601,US.CO.BE,US,Colorado,Bent,US.CO.BE,0,,
2.267484403490519,0.203040670417173,US.CO.BO,US,Colorado,Boulder,US.CO.BO,0,,
1.173728897953300,0.009194503208145,US.CO.BR,US,Colorado,Broomfield,US.CO.BR,0,,
2.886455359028151,0.272718252835780,US.CO.CA,US,Colorado,Chaffee,US.CO.CA,0,,
3.107627164876654,0.478821679783167,US.CO.CE,US,Colorado,Cheyenne,US.CO.CE,0,,
1.617996674560686,0.107605323190471,US.CO.CL,US,Colorado,Clear Creek,US.CO.CL,0,,
2.678914874444650,0.335877641095306,US.CO.CN,US,Colorado,Conejos,US.CO.CN,0,,
2.455992978234409,0.324530114047938,US.CO.CS,US,Colorado,Costilla,US.CO.CS,0,,
1.925179067904166,0.213701855630840,US.CO.CR,US,Colorado,Crowley,US.CO.CR,0,,
