city,distance,totalNum,NumAll,ratioAll,ratioAll_Baseline,NumAll_PaR,totalAll_PaR,ratioAll_PaR,NumNormal,ratioNormal,ratioNormal_Baseline,NumNormal_PaR,totalNormal_PaR,ratioNormal_PaR,NumTerminal,ratioTerminal,ratioTerminal_Baseline,NumTerminal_PaR,totalTerminal_PaR,ratioTerminal_PaR,NumTrans,ratioTrans,ratioTrans_Baseline,NumTrans_PaR,totalTrans_PaR,ratioTrans_PaR
CN.AH.HF,210.0,1264.0,45.0,0.03560126582278481,0.002069067899633562,819.0,19577.0,0.041834806150074066,37.0,0.029272151898734177,0.0015124765420721302,610.0,19577.0,0.031159013127649793,1.0,0.0007911392405063291,0.00014519774616021718,22.0,19577.0,0.0011237676865709762,8.0,0.006329113924050633,0.0004234934236606697,199.0,19577.0,0.010164989528528375
CN.AH.HF,220.0,1264.0,47.0,0.037183544303797465,0.0022708137432709786,900.0,19577.0,0.045972314450630845,38.0,0.030063291139240507,0.0016599515639817016,674.0,19577.0,0.034428155488583544,1.0,0.0007911392405063291,0.00015935535102438005,24.0,19577.0,0.0012259283853501557,9.0,0.007120253164556962,0.0004647864401282053,215.0,19577.0,0.010982275118761813
CN.AH.HF,230.0,1264.0,52.0,0.04113924050632911,0.002481943125311347,992.0,19577.0,0.05067170659447311,43.0,0.03401898734177215,0.0018142859123619123,742.0,19577.0,0.03790161924707565,1.0,0.0007911392405063291,0.00017417144485265648,26.0,19577.0,0.0013280890841293354,9.0,0.007120253164556962,0.0005080000555972489,237.0,19577.0,0.01210604280533279
CN.AH.HF,240.0,1264.0,55.0,0.043512658227848104,0.002702418630663052,1084.0,19577.0,0.05537109873831537,46.0,0.03639240506329114,0.001975442152142038,814.0,19577.0,0.041579404403126116,1.0,0.0007911392405063291,0.0001896460404218617,30.0,19577.0,0.0015324104816876948,9.0,0.007120253164556962,0.0005531342753172755,254.0,19577.0,0.012974408744955816
CN.AH.HF,250.0,1264.0,59.0,0.04667721518987342,0.0029320882976855258,1178.0,19577.0,0.06017265158093681,50.0,0.03955696202531646,0.002143268325956684,878.0,19577.0,0.04484854676405987,1.0,0.0007911392405063291,0.00020577912264962817,32.0,19577.0,0.0016345711804668743,9.0,0.007120253164556962,0.0006001891091213002,283.0,19577.0,0.01445573887725392
CN.AH.HF,260.0,1264.0,61.0,0.048259493670886076,0.0031710250267726666,1286.0,19577.0,0.06568932931501252,51.0,0.040348101265822785,0.0023178373606563057,956.0,19577.0,0.04883281401644787,1.0,0.0007911392405063291,0.00022257069245758967,33.0,19577.0,0.0016856515298564643,10.0,0.007911392405063292,0.0006491645321744141,313.0,19577.0,0.015988149358941616
CN.AH.HF,270.0,1264.0,65.0,0.051424050632911396,0.0034192541062070887,1380.0,19577.0,0.07049088215763395,54.0,0.04272151898734177,0.0024991745027712286,1022.0,19577.0,0.0522041170761608,1.0,0.0007911392405063291,0.0002400207651599615,37.0,19577.0,0.0018899729274148235,11.0,0.00870253164556962,0.0007000605688945238,338.0,19577.0,0.01726515809368136
CN.AH.HF,280.0,1264.0,71.0,0.05617088607594937,0.0036767845207088022,1496.0,19577.0,0.07641620268682638,58.0,0.04588607594936709,0.0026872887674513463,1102.0,19577.0,0.056290545027327984,1.0,0.0007911392405063291,0.00025812932866108685,39.0,19577.0,0.001992133626194003,13.0,0.010284810126582278,0.0007528772000166087,372.0,19577.0,0.019001889972927413
CN.AH.HF,290.0,1264.0,80.0,0.06329113924050633,0.003943624696261002,1595.0,19577.0,0.08147315727639577,65.0,0.051424050632911396,0.002882188544627268,1170.0,19577.0,0.0597640087858201,1.0,0.0007911392405063291,0.00027689638488603987,42.0,19577.0,0.0021453746743627725,15.0,0.011867088607594937,0.0008076144645811249,401.0,19577.0,0.02048322010522552
CN.AH.HF,300.0,1264.0,85.0,0.06724683544303797,0.0042197762749016775,1692.0,19577.0,0.08642795116718599,68.0,0.05379746835443038,0.003083875536212877,1242.0,19577.0,0.06344179394187056,1.0,0.0007911392405063291,0.00029632193077581243,45.0,19577.0,0.002298615722531542,17.0,0.013449367088607595,0.0008642723022071872,424.0,19577.0,0.021658068141186086
CN.AH.HF,310.0,1264.0,96.0,0.0759493670886076,0.004505244765252058,1792.0,19577.0,0.09153598610614497,79.0,0.0625,0.003292355192955848,1311.0,19577.0,0.06696633804975226,1.0,0.0007911392405063291,0.00031640597651090476,51.0,19577.0,0.0026050978188690813,17.0,0.013449367088607595,0.0009228507591914926,450.0,19577.0,0.022986157225315423
CN.AH.HF,320.0,1264.0,102.0,0.08069620253164557,0.004799888254693659,1910.0,19577.0,0.09756346733411657,84.0,0.06645569620253164,0.003507628156521276,1396.0,19577.0,0.0713081677478674,1.0,0.0007911392405063291,0.0003371485076322014,52.0,19577.0,0.002656178168258671,18.0,0.014240506329113924,0.0009833461913991274,483.0,19577.0,0.024671808755171887
CN.AH.HF,330.0,1264.0,111.0,0.08781645569620253,0.005103463054976153,2036.0,19577.0,0.10399959135720488,90.0,0.07120253164556962,0.0037296952610326455,1491.0,19577.0,0.07616080093987843,1.0,0.0007911392405063291,0.00035854953897841507,58.0,19577.0,0.0029626602645962097,21.0,0.01661392405063291,0.0010455597891642287,512.0,19577.0,0.02615313888746999
CN.AH.HF,340.0,1264.0,114.0,0.09018987341772151,0.005415922476243812,2145.0,19577.0,0.10956734944067018,92.0,0.07278481012658228,0.003958546922641509,1577.0,19577.0,0.08055371098738315,1.0,0.0007911392405063291,0.0003806090633947865,64.0,19577.0,0.0032691423609337487,22.0,0.01740506329113924,0.0011095415253702626,531.0,19577.0,0.027123665525872198
CN.AH.HF,350.0,1264.0,124.0,0.0981012658227848,0.005737081743244682,2271.0,19577.0,0.11600347346375849,97.0,0.07674050632911393,0.004193961169692373,1666.0,19577.0,0.08509986208305664,1.0,0.0007911392405063291,0.0004033270732762848,71.0,19577.0,0.0036267048066608775,27.0,0.021360759493670885,0.0011753347753130957,563.0,19577.0,0.02875823670633907
CN.AH.HF,360.0,1264.0,136.0,0.10759493670886076,0.006066882416657297,2377.0,19577.0,0.12141799049905501,108.0,0.08544303797468354,0.00443578720170582,1744.0,19577.0,0.08908412933544466,2.0,0.0015822784810126582,0.0004267035855078219,75.0,19577.0,0.003831026204219237,28.0,0.022151898734177215,0.0012429549929611546,589.0,19577.0,0.030086325790468407
CN.AH.HF,370.0,1264.0,143.0,0.11313291139240507,0.006405231367697022,2490.0,19577.0,0.12719006998007867,113.0,0.0893987341772152,0.004683896710699965,1829.0,19577.0,0.09342595903355978,2.0,0.0015822784810126582,0.00045073858776151324,78.0,19577.0,0.003984267252388006,30.0,0.023734177215189875,0.001312412384335002,614.0,19577.0,0.031363334525208154
CN.AH.HF,380.0,1264.0,153.0,0.12104430379746836,0.006751894299226315,2611.0,19577.0,0.13337079225621903,122.0,0.09651898734177215,0.004938095800008113,1929.0,19577.0,0.09853399397251877,2.0,0.0015822784810126582,0.0004754320801809412,81.0,19577.0,0.0041375083005567755,31.0,0.0245253164556962,0.0013837118146972265,632.0,19577.0,0.03228278081422077
CN.AH.HF,390.0,1264.0,158.0,0.125,0.007106138699329752,2745.0,19577.0,0.14021555907442407,125.0,0.09889240506329114,0.005198066966366041,2031.0,19577.0,0.10374418961025693,2.0,0.0015822784810126582,0.000500784064630494,84.0,19577.0,0.004290749348725545,33.0,0.02610759493670886,0.001456857182093915,665.0,19577.0,0.03396843234407723
CN.AH.HF,400.0,1264.0,165.0,0.1305379746835443,0.007467757411787669,2867.0,19577.0,0.14644736169995404,130.0,0.10284810126582279,0.005463972606283628,2122.0,19577.0,0.1083925014047096,2.0,0.0015822784810126582,0.0005267945486037809,88.0,19577.0,0.004495070746283905,35.0,0.027689873417721517,0.0015317621407365323,693.0,19577.0,0.03539868212698575
CN.AH.HF,410.0,1264.0,173.0,0.13686708860759494,0.007836843830659272,3002.0,19577.0,0.15334320886754865,136.0,0.10759493670886076,0.005735861151787636,2216.0,19577.0,0.11319405424733105,2.0,0.0015822784810126582,0.0005534635246897122,94.0,19577.0,0.004801552842621444,37.0,0.029272151898734177,0.001608239744978504,730.0,19577.0,0.03728865505440057
CN.AH.HF,420.0,1264.0,181.0,0.14319620253164558,0.008212402399562458,3128.0,19577.0,0.15977933289063698,144.0,0.11392405063291139,0.006013253186741201,2323.0,19577.0,0.11865965163201717,3.0,0.0023734177215189874,0.0005807909816569134,101.0,19577.0,0.005159115288348572,37.0,0.029272151898734177,0.001686038904351865,749.0,19577.0,0.03825918169280278
CN.AH.HF,430.0,1264.0,183.0,0.14477848101265822,0.008593670038548013,3255.0,19577.0,0.16626653726311488,145.0,0.11471518987341772,0.006296066945184962,2424.0,19577.0,0.12381876692036574,3.0,0.0023734177215189874,0.0006087769515780336,105.0,19577.0,0.005363436685906932,38.0,0.030063291139240507,0.0017649497960027087,776.0,19577.0,0.039638351126321705
CN.AH.HF,440.0,1264.0,190.0,0.15031645569620253,0.008980587691305856,3393.0,19577.0,0.17331562547887827,152.0,0.12025316455696203,0.0065840201069200495,2527.0,19577.0,0.12908004290749348,3.0,0.0023734177215189874,0.0006374214079420808,111.0,19577.0,0.005669918782244471,38.0,0.030063291139240507,0.0018452228591490697,811.0,19577.0,0.04142616335495735
CN.AH.HF,450.0,1264.0,194.0,0.15348101265822786,0.009372904864978838,3523.0,19577.0,0.17995607089952495,155.0,0.12262658227848101,0.006876585057945813,2624.0,19577.0,0.1340348367982837,4.0,0.0031645569620253164,0.0006667243542347168,119.0,19577.0,0.006078561577361189,38.0,0.030063291139240507,0.0019269445478312067,846.0,19577.0,0.043213975583592995
CN.AH.HF,460.0,1264.0,200.0,0.15822784810126583,0.009770874489084926,3655.0,19577.0,0.18669867701895082,161.0,0.127373417721519,0.007173835000060969,2724.0,19577.0,0.13914287173724268,4.0,0.0031645569620253164,0.0006966857901146819,127.0,19577.0,0.006487204372477908,41.0,0.03243670886075949,0.0020101574963071575,877.0,19577.0,0.04479746641467028
CN.AH.HF,470.0,1264.0,209.0,0.16534810126582278,0.010174290341187229,3779.0,19577.0,0.19303264034325995,167.0,0.13212025316455697,0.007475753840160125,2819.0,19577.0,0.14399550492925373,4.0,0.0031645569620253164,0.0007273057326858776,131.0,19577.0,0.006691525770036267,45.0,0.03560126582278481,0.0020948917217892826,906.0,19577.0,0.046278796546968384
CN.AH.HF,480.0,1264.0,214.0,0.16930379746835442,0.01058214653376517,3919.0,19577.0,0.20018388925780253,169.0,0.1337025316455696,0.0077816239873644555,2932.0,19577.0,0.14976758441027738,4.0,0.0031645569620253164,0.0007585841506498254,134.0,19577.0,0.006844766818205036,48.0,0.0379746835443038,0.0021810885440015806,939.0,19577.0,0.047964448076824845
CN.AH.HF,490.0,1264.0,224.0,0.17721518987341772,0.010993830027035946,4054.0,19577.0,0.20707973642539715,178.0,0.14082278481012658,0.008091717833505737,3029.0,19577.0,0.15472237830106758,4.0,0.0031645569620253164,0.0007905210654366911,141.0,19577.0,0.0072023292639321656,49.0,0.038765822784810125,0.002268581502806819,978.0,19577.0,0.04995658170301885
CN.AH.HF,500.0,1264.0,228.0,0.18037974683544303,0.011408724881010598,4175.0,19577.0,0.2132604587015375,180.0,0.14240506329113925,0.008405680569530458,3125.0,19577.0,0.1596260918424682,5.0,0.003955696202531646,0.0008231164915036204,145.0,19577.0,0.0074066506614905245,50.0,0.03955696202531646,0.0023574683962431257,1008.0,19577.0,0.051488992184706546
CN.AH.HZ,10.0,552.0,0.0,0.0,2.3187972720617213e-07,0.0,5149.0,0.0,0.0,0.0,1.8550381221495573e-07,0.0,5149.0,0.0,0.0,0.0,4.6375914991216414e-08,0.0,5149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,20.0,552.0,0.0,0.0,9.275186193245526e-07,0.0,5149.0,0.0,0.0,0.0,7.420149436898807e-07,0.0,5149.0,0.0,0.0,0.0,1.8550367563467192e-07,0.0,5149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,30.0,552.0,0.0,0.0,3.710075315985181e-06,0.0,5149.0,0.0,0.0,0.0,3.3390665368486767e-06,0.0,5149.0,0.0,0.0,0.0,4.173837063632633e-07,13.0,5149.0,0.0025247620897261604,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,40.0,552.0,0.0,0.0,2.5506762722806757e-06,0.0,5149.0,0.0,0.0,0.0,4.637592788516274e-06,0.0,5149.0,0.0,0.0,0.0,7.420151076517892e-07,13.0,5149.0,0.0025247620897261604,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,50.0,552.0,0.0,0.0,5.796991204712271e-06,0.0,5149.0,0.0,0.0,0.0,2.411547523872763e-06,0.0,5149.0,0.0,0.0,0.0,1.1593984161959977e-06,13.0,5149.0,0.0025247620897261604,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,60.0,552.0,0.0,0.0,8.347666836368701e-06,0.0,5149.0,0.0,0.0,0.0,6.678133407538008e-06,0.0,5149.0,0.0,0.0,0.0,1.6695334288306918e-06,13.0,5149.0,0.0025247620897261604,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,70.0,552.0,1.0,0.0018115942028985507,1.1362105173900073e-05,0.0,5149.0,0.0,0.0,0.0,9.089684236833676e-06,0.0,5149.0,0.0,3.0,0.005434782608695652,3.524572284393579e-06,13.0,5149.0,0.0025247620897261604,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,80.0,552.0,1.0,0.0018115942028985507,1.4840297620663102e-05,0.0,5149.0,0.0,0.0,0.0,1.187223784986504e-05,1.0,5149.0,0.0001942124684404739,3.0,0.005434782608695652,4.220211118125244e-06,15.0,5149.0,0.0029131870266071083,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,90.0,552.0,1.0,0.0018115942028985507,1.878225232863115e-05,1.0,5149.0,0.0001942124684404739,0.0,0.0,1.5025801809438478e-05,1.0,5149.0,0.0001942124684404739,4.0,0.007246376811594203,6.3535032638268675e-06,15.0,5149.0,0.0029131870266071083,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,100.0,552.0,1.0,0.0018115942028985507,2.3187967121572262e-05,1.0,5149.0,0.0001942124684404739,0.0,0.0,1.8550373743862166e-05,1.0,5149.0,0.0001942124684404739,4.0,0.007246376811594203,8.672299067355701e-06,17.0,5149.0,0.003301611963488056,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,110.0,552.0,1.0,0.0018115942028985507,2.8057438095085212e-05,1.0,5149.0,0.0001942124684404739,0.0,0.0,2.2445950236984496e-05,1.0,5149.0,0.0001942124684404739,6.0,0.010869565217391304,1.1176601163314747e-05,17.0,5149.0,0.003301611963488056,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,120.0,552.0,1.0,0.0018115942028985507,3.339067423374173e-05,2.0,5149.0,0.0003884249368809478,0.0,0.0,2.6712539954182648e-05,1.0,5149.0,0.0001942124684404739,6.0,0.010869565217391304,1.3866403764444351e-05,18.0,5149.0,0.0034958244319285296,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,130.0,552.0,1.0,0.0018115942028985507,3.918766366992128e-05,4.0,5149.0,0.0007768498737618955,0.0,0.0,3.13501315709143e-05,3.0,5149.0,0.0005826374053214216,6.0,0.010869565217391304,1.6741710510106717e-05,18.0,5149.0,0.0034958244319285296,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,140.0,552.0,2.0,0.0036231884057971015,4.5448415426755004e-05,4.0,5149.0,0.0007768498737618955,1.0,0.0018115942028985507,3.635873198042084e-05,3.0,5149.0,0.0005826374053214216,0.0,0.0,2.9216847761578736e-06,0.0,5149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,150.0,552.0,2.0,0.0036231884057971015,5.217292460279448e-05,5.0,5149.0,0.0009710623422023694,1.0,0.0018115942028985507,4.1738339759153306e-05,4.0,5149.0,0.0007768498737618955,0.0,0.0,5.565112515432259e-06,0.0,5149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,160.0,552.0,2.0,0.0036231884057971015,5.93611936670879e-05,6.0,5149.0,0.0011652748106428432,1.0,0.0018115942028985507,4.7488955878435314e-05,5.0,5149.0,0.0009710623422023694,0.0,0.0,7.791156208838278e-06,0.0,5149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,170.0,552.0,2.0,0.0036231884057971015,6.701322417636241e-05,8.0,5149.0,0.001553699747523791,1.0,0.0018115942028985507,5.36105787721414e-05,7.0,5149.0,0.0013594872790833172,0.0,0.0,1.020270668292413e-05,0.0,5149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,180.0,552.0,2.0,0.0036231884057971015,7.512900909609114e-05,8.0,5149.0,0.001553699747523791,1.0,0.0018115942028985507,6.010320751219889e-05,7.0,5149.0,0.0013594872790833172,0.0,0.0,1.2799757342985976e-05,0.0,5149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,190.0,552.0,2.0,0.0036231884057971015,8.370855665887663e-05,10.0,5149.0,0.0019421246844047388,1.0,0.0018115942028985507,6.696684614876992e-05,8.0,5149.0,0.001553699747523791,3.0,0.005434782608695652,1.5582312690658828e-05,1.0,5149.0,0.0001942124684404739,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,200.0,552.0,2.0,0.0036231884057971015,9.275186738377953e-05,12.0,5149.0,0.0023305496212856864,1.0,0.0018115942028985507,7.420149416908208e-05,8.0,5149.0,0.001553699747523791,3.0,0.005434782608695652,1.8550373214697435e-05,3.0,5149.0,0.0005826374053214216,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,210.0,552.0,2.0,0.0036231884057971015,0.00010225892818724833,15.0,5149.0,0.0029131870266071083,1.0,0.0018115942028985507,8.180714340192468e-05,10.0,5149.0,0.0019421246844047388,4.0,0.007246376811594203,2.0451784785323652e-05,4.0,5149.0,0.0007768498737618955,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,220.0,552.0,4.0,0.007246376811594203,0.00011222976021111334,15.0,5149.0,0.0029131870266071083,2.0,0.0036231884057971015,8.978380868377201e-05,10.0,5149.0,0.0019421246844047388,5.0,0.009057971014492754,2.2445951527341304e-05,4.0,5149.0,0.0007768498737618955,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,230.0,552.0,5.0,0.009057971014492754,0.00012266433782782743,18.0,5149.0,0.0034958244319285296,2.0,0.0036231884057971015,9.813147022547717e-05,13.0,5149.0,0.0025247620897261604,6.0,0.010869565217391304,2.4532867602350228e-05,6.0,5149.0,0.0011652748106428432,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,240.0,552.0,5.0,0.009057971014492754,0.00013356268648473732,18.0,5149.0,0.0034958244319285296,2.0,0.0036231884057971015,0.00010685014937573316,13.0,5149.0,0.0025247620897261604,6.0,0.010869565217391304,2.671253710900414e-05,6.0,5149.0,0.0011652748106428432,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,250.0,552.0,6.0,0.010869565217391304,0.00014492478692547888,20.0,5149.0,0.0038842493688094775,3.0,0.005434782608695652,0.00011593983051347326,14.0,5149.0,0.0027189745581666343,6.0,0.010869565217391304,2.89849564120056e-05,8.0,5149.0,0.001553699747523791,0.0,0.0,0.0,0.0,0.0,0.0
CN.AH.HZ,260.0,552.0,6.0,0.010869565217391304,0.0001567506522486932,23.0,5149.0,0.004466886774130899,3.0,0.005434782608695652,0.00012540052203287912,16.0,5149.0,0.003107399495047582,6.0,0.010869565217391304,3.135013021581404e-05,9.0,5149.0,0.0017479122159642648,0.0,0.0,0.0,0.0,0.0,0.0
