city,distance,Num,totalNum
深圳市,10.0,104379.14208990286,1947850526.4172227
深圳市,20.0,417421.3798961253,1947850526.4172227
深圳市,30.0,938851.5087314523,1947850526.4172227
深圳市,40.0,1668714.0809585564,1947850526.4172227
深圳市,50.0,2607017.3141686763,1947850526.4172227
深圳市,60.0,3753744.1110416604,1947850526.4172227
深圳市,70.0,5108513.927145315,1947850526.4172227
深圳市,80.0,6671352.23086169,1947850526.4172227
深圳市,90.0,8442313.220770432,1947850526.4172227
深圳市,100.0,10421415.355858414,1947850526.4172227
深圳市,110.0,12608668.572326515,1947850526.4172227
深圳市,120.0,15004306.04474942,1947850526.4172227
深圳市,130.0,17608869.70458781,1947850526.4172227
深圳市,140.0,20422048.737118986,1947850526.4172227
深圳市,150.0,23443308.663577594,1947850526.4172227
深圳市,160.0,26671966.59198073,1947850526.4172227
深圳市,170.0,30106858.140590392,1947850526.4172227
深圳市,180.0,33748734.934016675,1947850526.4172227
深圳市,190.0,37597715.88088845,1947850526.4172227
深圳市,200.0,41648431.60155456,1947850526.4172227
深圳市,210.0,45897348.12126211,1947850526.4172227
深圳市,220.0,50347000.31066666,1947850526.4172227
深圳市,230.0,54993278.27544509,1947850526.4172227
深圳市,240.0,59830191.817404024,1947850526.4172227
深圳市,250.0,64854730.96124499,1947850526.4172227
深圳市,260.0,70067547.42846529,1947850526.4172227
深圳市,270.0,75462391.1792846,1947850526.4172227
深圳市,280.0,81033215.49439712,1947850526.4172227
深圳市,290.0,86779174.94701944,1947850526.4172227
深圳市,300.0,92704147.12071851,1947850526.4172227
深圳市,310.0,98802177.53761815,1947850526.4172227
深圳市,320.0,105056808.93104647,1947850526.4172227
深圳市,330.0,111458896.3511417,1947850526.4172227
深圳市,340.0,118009365.25487113,1947850526.4172227
深圳市,350.0,124699457.59378846,1947850526.4172227
深圳市,360.0,131526548.76204078,1947850526.4172227
深圳市,370.0,138476731.62145045,1947850526.4172227
深圳市,380.0,145531316.417534,1947850526.4172227
深圳市,390.0,152692241.05902866,1947850526.4172227
深圳市,400.0,159959999.31265217,1947850526.4172227
深圳市,410.0,167312432.89020124,1947850526.4172227
深圳市,420.0,174746304.9865684,1947850526.4172227
深圳市,430.0,182256777.93629465,1947850526.4172227
深圳市,440.0,189841136.8708699,1947850526.4172227
深圳市,450.0,197483795.79825333,1947850526.4172227
深圳市,460.0,205181719.72014987,1947850526.4172227
深圳市,470.0,212929938.7190519,1947850526.4172227
深圳市,480.0,220731294.84050533,1947850526.4172227
深圳市,490.0,228585545.921587,1947850526.4172227
深圳市,500.0,236475277.8306603,1947850526.4172227
深圳市,510.0,244389893.01124483,1947850526.4172227
深圳市,520.0,252319879.2436762,1947850526.4172227
深圳市,530.0,260261145.09364763,1947850526.4172227
深圳市,540.0,268211400.58204415,1947850526.4172227
深圳市,550.0,276174002.5951332,1947850526.4172227
深圳市,560.0,284141973.53154814,1947850526.4172227
深圳市,570.0,292104478.2856636,1947850526.4172227
深圳市,580.0,300155307.34193957,1947850526.4172227
深圳市,590.0,308079610.4945393,1947850526.4172227
深圳市,600.0,315966661.8138831,1947850526.4172227
深圳市,610.0,323824623.1190279,1947850526.4172227
深圳市,620.0,331656925.192866,1947850526.4172227
深圳市,630.0,339458382.7258177,1947850526.4172227
深圳市,640.0,347227706.60086924,1947850526.4172227
深圳市,650.0,354974262.6372122,1947850526.4172227
深圳市,660.0,362680130.99601215,1947850526.4172227
深圳市,670.0,370334039.1295987,1947850526.4172227
深圳市,680.0,377940741.11762166,1947850526.4172227
深圳市,690.0,385495620.2446254,1947850526.4172227
深圳市,700.0,392997953.07633436,1947850526.4172227
深圳市,710.0,400459293.95496905,1947850526.4172227
深圳市,720.0,407966281.0571019,1947850526.4172227
深圳市,730.0,415339065.3725156,1947850526.4172227
深圳市,740.0,422646175.8534636,1947850526.4172227
深圳市,750.0,429897306.67559564,1947850526.4172227
深圳市,760.0,437088592.9619011,1947850526.4172227
深圳市,770.0,444227026.3772825,1947850526.4172227
深圳市,780.0,451318019.59641665,1947850526.4172227
深圳市,790.0,458361013.5557034,1947850526.4172227
深圳市,800.0,465359622.7001549,1947850526.4172227
深圳市,810.0,472305335.94820505,1947850526.4172227
深圳市,820.0,479191140.5300171,1947850526.4172227
深圳市,830.0,486028688.8364841,1947850526.4172227
深圳市,840.0,492815672.3868274,1947850526.4172227
深圳市,850.0,499553629.24361277,1947850526.4172227
深圳市,860.0,506244713.14799356,1947850526.4172227
深圳市,870.0,512888984.67234844,1947850526.4172227
深圳市,880.0,519587387.4076693,1947850526.4172227
深圳市,890.0,526168390.01273036,1947850526.4172227
深圳市,900.0,532709939.68420035,1947850526.4172227
深圳市,910.0,539211502.2713692,1947850526.4172227
深圳市,920.0,545674387.6251314,1947850526.4172227
深圳市,930.0,552089787.1476446,1947850526.4172227
深圳市,940.0,558454429.2166905,1947850526.4172227
深圳市,950.0,564773720.3619059,1947850526.4172227
深圳市,960.0,571043827.3495246,1947850526.4172227
深圳市,970.0,577262738.3628697,1947850526.4172227
深圳市,980.0,583429333.6996448,1947850526.4172227
深圳市,990.0,589551019.9367002,1947850526.4172227
深圳市,1000.0,595633318.0053645,1947850526.4172227
深圳市,1010.0,601672310.0454779,1947850526.4172227
深圳市,1020.0,607668076.3924165,1947850526.4172227
深圳市,1030.0,613619312.2730684,1947850526.4172227
深圳市,1040.0,619527335.7502549,1947850526.4172227
深圳市,1050.0,625393603.753977,1947850526.4172227
深圳市,1060.0,631219897.2852163,1947850526.4172227
深圳市,1070.0,637004679.8652686,1947850526.4172227
深圳市,1080.0,642746967.0994534,1947850526.4172227
深圳市,1090.0,648523674.285717,1947850526.4172227
深圳市,1100.0,654201728.9592031,1947850526.4172227
深圳市,1110.0,659844240.7765571,1947850526.4172227
深圳市,1120.0,665458618.025939,1947850526.4172227
深圳市,1130.0,671046776.3724316,1947850526.4172227
深圳市,1140.0,676605516.2043724,1947850526.4172227
深圳市,1150.0,682125164.2584012,1947850526.4172227
深圳市,1160.0,687616440.1174169,1947850526.4172227
深圳市,1170.0,693081548.6345611,1947850526.4172227
深圳市,1180.0,698520381.6244667,1947850526.4172227
深圳市,1190.0,703932224.3989218,1947850526.4172227
深圳市,1200.0,709319290.4149661,1947850526.4172227
深圳市,1210.0,714675608.1753377,1947850526.4172227
深圳市,1220.0,720004497.5256364,1947850526.4172227
深圳市,1230.0,725305497.3210967,1947850526.4172227
深圳市,1240.0,730579857.3559054,1947850526.4172227
深圳市,1250.0,735833097.0144979,1947850526.4172227
深圳市,1260.0,741067538.2847569,1947850526.4172227
深圳市,1270.0,746278852.7312274,1947850526.4172227
深圳市,1280.0,751465436.6462332,1947850526.4172227
深圳市,1290.0,756627941.0244455,1947850526.4172227
深圳市,1300.0,761768763.920189,1947850526.4172227
深圳市,1310.0,766889944.8935217,1947850526.4172227
深圳市,1320.0,771987222.4427228,1947850526.4172227
深圳市,1330.0,777054711.8808898,1947850526.4172227
深圳市,1340.0,782147266.7124566,1947850526.4172227
深圳市,1350.0,787142213.9752564,1947850526.4172227
深圳市,1360.0,792103998.6838499,1947850526.4172227
深圳市,1370.0,797032984.9026297,1947850526.4172227
深圳市,1380.0,801931278.7282733,1947850526.4172227
深圳市,1390.0,806798294.5932333,1947850526.4172227
深圳市,1400.0,811631694.5614991,1947850526.4172227
深圳市,1410.0,816432781.2950262,1947850526.4172227
深圳市,1420.0,821204125.5848924,1947850526.4172227
深圳市,1430.0,825948057.4578297,1947850526.4172227
深圳市,1440.0,830662992.4546953,1947850526.4172227
深圳市,1450.0,835348116.003911,1947850526.4172227
深圳市,1460.0,840004833.6805761,1947850526.4172227
深圳市,1470.0,844638141.1781179,1947850526.4172227
深圳市,1480.0,849248424.1785085,1947850526.4172227
深圳市,1490.0,853829990.8890681,1947850526.4172227
深圳市,1500.0,858385077.3520045,1947850526.4172227
深圳市,1510.0,862918513.9316406,1947850526.4172227
深圳市,1520.0,867430651.4748952,1947850526.4172227
深圳市,1530.0,871918061.446997,1947850526.4172227
深圳市,1540.0,876380952.7986068,1947850526.4172227
深圳市,1550.0,880820237.3834264,1947850526.4172227
深圳市,1560.0,885239239.3169448,1947850526.4172227
深圳市,1570.0,889639465.8220797,1947850526.4172227
深圳市,1580.0,894021854.1908978,1947850526.4172227
